Id,Sold Price
47439,810290.5817307692
47440,513798.07692307694
47441,826914.6586538461
47442,807825.1153846154
47443,1047976.0216346154
47444,764597.8557692308
47445,1531375.0
47446,428778.8461538461
47447,2144405.048076923
47448,496807.6923076923
47449,569884.014423077
47450,832778.2620192308
47451,329043.26923076925
47452,314915.8653846154
47453,434623.3173076923
47454,549981.9711538461
47455,284935.0961538461
47456,1802901.4423076923
47457,440682.6923076923
47458,208524.03846153847
47459,343780.04807692306
47460,1405134.627403846
47461,1271653.846153846
47462,1177604.0064102565
47463,1632785.5865384615
47464,922087.0384615385
47465,839413.1298076923
47466,1245774.0384615385
47467,622955.1682692308
47468,14403009.615384616
47469,672401.4423076923
47470,175655.28846153847
47471,463509.6153846154
47472,337566.5865384615
47473,1720443.5096153845
47474,467765.625
47475,2021110.6153846155
47476,361316.10576923075
47477,187586.53846153847
47478,253609.15865384616
47479,789056.9711538461
47480,208721.15384615384
47481,208632.21153846153
47482,1619830.9423076923
47483,649332.9326923077
47484,3285397.8365384615
47485,476108.3854166667
47486,825972.3557692308
47487,1031172.0865384615
47488,1247876.201923077
47489,753531.25
47490,543800.6514423077
47491,308960.9375
47492,653959.1346153846
47493,325292.7283653846
47494,745103.4350961539
47495,485039.6634615385
47496,2474944.891826923
47497,2042512.5192307692
47498,1271043.2692307692
47499,206299.90384615384
47500,325941.82692307694
47501,184175.72115384616
47502,364565.0721153846
47503,281565.5048076923
47504,315793.26923076925
47505,361626.20192307694
47506,2921954.326923077
47507,1274897.2403846155
47508,442513.2211538461
47509,720073.045673077
47510,797129.4807692308
47511,264484.14983974356
47512,446664.1826923077
47513,260412.25961538462
47514,1098944.2307692308
47515,267829.32692307694
47516,690043.1971153846
47517,241598.5576923077
47518,1595503.966346154
47519,604560.0961538461
47520,1567014.423076923
47521,2278182.692307692
47522,412575.7211538461
47523,1400735.576923077
47524,728717.548076923
47525,2086183.8942307692
47526,503317.3076923077
47527,1653707.2115384615
47528,163308.89423076925
47529,427133.3822115385
47530,1353774.829326923
47531,2712158.59375
47532,717202.6442307692
47533,1792415.8653846155
47534,403218.71875
47535,121585.57692307692
47536,154974.75961538462
47537,4811079.326923077
47538,645044.4711538461
47539,637479.5360576923
47540,1165030.6490384615
47541,541813.701923077
47542,471579.32692307694
47543,1369240.3846153845
47544,768191.1057692308
47545,1751090.1442307692
47546,494420.34375
47547,706129.8076923077
47548,2188981.7403846155
47549,397778.5336538461
47550,8501269.826923076
47551,784978.7692307692
47552,318538.4615384615
47553,1331427.8846153845
47554,513324.51923076925
47555,442281.9711538461
47556,1273723.5576923077
47557,466966.3461538461
47558,909783.358173077
47559,328407.5576923077
47560,375281.2908653846
47561,1431507.2115384615
47562,1251345.528846154
47563,573460.3365384615
47564,382276.4423076923
47565,1456494.591346154
47566,1201192.3076923077
47567,611819.0096153846
47568,1379281.25
47569,416298.07692307694
47570,834840.1442307692
