Id,Sold Price
47439,1186110.4543127557
47440,938385.453015263
47441,1193974.5450901845
47442,880519.2702685022
47443,1425425.1646634317
47444,1037881.0383360847
47445,1601063.5491189938
47446,629576.339904003
47447,1904822.0842785693
47448,755014.623371606
47449,532678.3822903842
47450,1132844.7325182438
47451,591068.6055653096
47452,570510.4926131576
47453,894326.0123507577
47454,620282.1196218835
47455,555474.5126744481
47456,857518.5882536384
47457,668834.8911522836
47458,457081.68642868043
47459,627421.4076597918
47460,1940714.2363548877
47461,1457223.1402813485
47462,1263607.0517003885
47463,1080506.7754977639
47464,1134447.4149003243
47465,1052086.3687811529
47466,1409966.0021877836
47467,953773.6093410456
47468,5883628.132341946
47469,573623.6659958601
47470,531491.7960125328
47471,718024.1634974412
47472,658623.1481582683
47473,2306091.0803232742
47474,697716.7424229687
47475,1402279.300744637
47476,618238.1952168911
47477,547896.0466346102
47478,559893.7410049847
47479,712622.7424266909
47480,443263.2144255778
47481,442659.25955067563
47482,1550312.6824726155
47483,1003011.4537576422
47484,2951861.2118987655
47485,1140268.3471010304
47486,1202575.8232993432
47487,710485.8513009418
47488,906887.5506127814
47489,885404.868241719
47490,823712.2444462271
47491,469667.6100014588
47492,1158829.8308400735
47493,603998.3817249013
47494,1179903.1437848457
47495,814087.8730131661
47496,2711644.0313169444
47497,1125413.3211525604
47498,1276677.3065899988
47499,1074961.0478870668
47500,596361.4182836161
47501,501273.11552550417
47502,680240.6179022058
47503,501844.6118599029
47504,583562.8077893215
47505,757308.1874728815
47506,1208491.6979236056
47507,936730.7243662099
47508,756881.0312884304
47509,1175541.9070798084
47510,740329.5683672334
47511,1075680.9169101943
47512,782125.2657559813
47513,552346.1637706403
47514,1111255.5199698764
47515,513441.18853402475
47516,1170090.1403640867
47517,488081.2624291879
47518,1934474.1845161382
47519,944886.8513152156
47520,1087764.8431669082
47521,2551773.328163905
47522,566451.4662671584
47523,1413550.4257719559
47524,985511.7173077215
47525,2150942.62844777
47526,460103.6377604594
47527,1796906.426112977
47528,424277.41915904207
47529,680575.6922564041
47530,1176635.8828838388
47531,2163814.0058255624
47532,680099.5431562052
47533,2080316.040296852
47534,860741.9163417427
47535,444299.1618833629
47536,1069782.8488271232
47537,1916992.1457276207
47538,816804.5203719896
47539,997775.4652613071
47540,617854.3106057139
47541,758921.7681035758
47542,642348.7423143769
47543,1507677.371090285
47544,961023.1383696685
47545,1887210.9745778262
47546,681345.0434878576
47547,799344.2547622068
47548,2315678.1956101917
47549,542873.6163174924
47550,7744752.815260427
47551,1036123.8330834727
47552,631234.8824630443
47553,1271281.959072982
47554,744215.3895986748
47555,789209.1502365826
47556,1222685.9817061236
47557,772214.1839793732
47558,746106.8397425386
47559,454377.02207124495
47560,680236.8249058909
47561,1640354.837789061
47562,1424855.071567177
47563,1033759.0603323895
47564,495501.8060316115
47565,1500168.443746132
47566,1377449.3082464105
47567,794657.6167908215
47568,1237945.0547254258
47569,598507.424881243
47570,980726.2311714002
47571,695216.2208731538
47572,580276.7364400468
47573,2197360.8669613404
47574,597959.295946925
47575,1182023.5180891822
47576,1090662.6265408015
47577,1169696.4166107713
47578,699759.6260282621
47579,574265.9093695622
47580,604444.8157266884
47581,1570625.1251720614
47582,684005.3499781634
47583,609584.386975618
47584,580405.1060576497
47585,477120.7138193257
47586,739745.6377107936
47587,645534.3207411612
47588,1096950.7974146756
47589,742885.1599134357
47590,637879.546405838
47591,939023.6165911761
47592,1786488.7867216414
47593,551891.6646450427
47594,551951.614268614
47595,544508.3229914997
47596,888414.9864226796
47597,614909.6725116782
47598,577788.5394984182
47599,1227227.0601714617
47600,1661372.22160085
47601,634445.9543193138
47602,850040.4907168879
47603,611891.9785253885
47604,551114.0935373992
47605,1031072.0091973899
47606,820254.0106377604
47607,1090483.7729624985
47608,472312.3551288112
47609,602257.3105841286
47610,682837.6479557473
47611,2783889.2993414383
47612,532834.858411445
