Id,Sold Price
47439,831416.44
47440,518669.34
47441,830274.94
47442,823236.06
47443,1083715.0
47444,737818.25
47445,1512883.5
47446,424835.7
47447,2105312.0
47448,488787.84
47449,573118.1
47450,810413.1
47451,340980.75
47452,325120.56
47453,496713.16
47454,546000.1
47455,271639.3
47456,1743748.9
47457,431862.34
47458,264153.72
47459,334510.1
47460,1385622.2
47461,1181392.8
47462,1144973.5
47463,1602229.4
47464,877736.7
47465,861385.9
47466,1230140.6
47467,617892.3
47468,14917644.0
47469,681999.5
47470,207599.28
47471,475984.62
47472,427587.75
47473,1951187.0
47474,394802.72
47475,3676971.8
47476,358122.75
47477,259347.53
47478,232805.38
47479,743172.9
47480,206359.23
47481,156924.08
47482,1618112.1
47483,635498.44
47484,3311669.2
47485,477876.88
47486,808899.2
47487,1101080.5
47488,1276751.8
47489,722924.3
47490,579324.1
47491,313954.5
47492,643119.94
47493,339263.1
47494,749646.2
47495,455914.97
47496,2437587.8
47497,2011703.0
47498,1309940.8
47499,224465.27
47500,342701.72
47501,179258.05
47502,363782.72
47503,292613.94
47504,331910.5
47505,395109.47
47506,2815767.5
47507,1274252.2
47508,454440.72
47509,706283.44
47510,793753.1
47511,184580.67
47512,433450.47
47513,267339.06
47514,1109018.9
47515,265701.72
47516,686179.4
47517,250513.42
47518,1425453.2
47519,621865.2
47520,1518832.8
47521,2240884.0
47522,414725.4
47523,1509067.1
47524,617723.94
47525,2112951.2
47526,472550.25
47527,1380422.8
47528,145203.1
47529,417887.22
47530,1407011.8
47531,2914260.8
47532,731504.56
47533,1963597.5
47534,433983.53
47535,128734.695
47536,165553.67
47537,4034803.0
47538,657648.5
47539,628441.94
47540,1097425.0
47541,526357.6
47542,440092.97
47543,1371329.1
47544,746960.3
47545,1677912.8
47546,508572.2
47547,668683.94
47548,2085799.0
47549,555146.7
47550,8552353.0
47551,691153.1
47552,321194.16
47553,1347754.1
47554,619937.56
47555,442589.94
47556,957711.2
47557,481191.6
47558,884741.8
47559,411552.9
47560,370969.97
47561,1452349.0
47562,1274187.6
47563,570942.56
47564,391813.94
47565,1487231.0
47566,1234265.8
47567,612227.44
47568,1390831.5
47569,415706.38
47570,841360.75
47571,442611.9
47572,292436.8
47573,1681171.0
47574,317676.9
47575,1057521.6
47576,1069870.2
47577,843145.25
47578,1242768.9
47579,766381.7
47580,445704.6
47581,1465421.1
47582,520628.03
47583,780228.94
47584,827818.8
47585,356785.7
47586,440286.8
47587,357105.3
47588,772791.2
47589,481800.75
47590,334094.84
47591,1333361.0
47592,3201520.8
47593,267554.4
47594,544238.0
47595,459562.25
47596,1744084.5
47597,632589.94
47598,401794.7
47599,948795.44
47600,3042542.5
47601,351627.72
47602,609858.2
47603,332545.06
47604,478946.22
47605,726917.1
47606,804440.75
47607,279927.25
47608,238141.98
47609,266360.56
47610,895388.7
47611,3289263.0
47612,273904.78
47613,989212.06
47614,250935.58
47615,535470.56
47616,432033.06
47617,2153293.0
47618,343084.16
47619,505752.7
47620,804241.5
47621,762205.4
47622,1409275.9
